DATAFLOW;LAST UPDATE;freq;nrg_bal;siec;unit;geo;TIME_PERIOD;OBS_VALUE;OBS_FLAG
ESTAT:NRG_BAL_S(1.0);14.12.2022 23:00;A;GEP;C0000X0350-0370;GWH;AL;1990;0.000;
ESTAT:NRG_BAL_S(1.0);14.12.2022 23:00;A;GEP;C0000X0350-0370;GWH;AL;1991;0.000;
ESTAT:NRG_BAL_S(1.0);14.12.2022 23:00;A;GEP;C0000X0350-0370;GWH;AL;1992;0.000;
ESTAT:NRG_BAL_S(1.0);14.12.2022 23:00;A;GEP;C0000X0350-0370;GWH;AL;1993;0.000;
ESTAT:NRG_BAL_S(1.0);14.12.2022 23:00;A;GEP;C0000X0350-0370;GWH;AL;1994;0.000;
ESTAT:NRG_BAL_S(1.0);14.12.2022 23:00;A;GEP;C0000X0350-0370;GWH;AL;1995;0.000;
ESTAT:NRG_BAL_S(1.0);14.12.2022 23:00;A;GEP;C0000X0350-0370;GWH;AL;1996;0.000;
ESTAT:NRG_BAL_S(1.0);14.12.2022 23:00;A;GEP;C0000X0350-0370;GWH;AL;1997;0.000;
ESTAT:NRG_BAL_S(1.0);14.12.2022 23:00;A;GEP;C0000X0350-0370;GWH;AL;1998;0.000;
ESTAT:NRG_BAL_S(1.0);14.12.2022 23:00;A;GEP;C0000X0350-0370;GWH;AL;1999;0.000;
ESTAT:NRG_BAL_S(1.0);14.12.2022 23:00;A;GEP;C0000X0350-0370;GWH;AL;2000;0.000;
ESTAT:NRG_BAL_S(1.0);14.12.2022 23:00;A;GEP;C0000X0350-0370;GWH;AL;2001;0.000;
ESTAT:NRG_BAL_S(1.0);14.12.2022 23:00;A;GEP;C0000X0350-0370;GWH;AL;2002;0.000;
ESTAT:NRG_BAL_S(1.0);14.12.2022 23:00;A;GEP;C0000X0350-0370;GWH;AL;2003;0.000;
ESTAT:NRG_BAL_S(1.0);14.12.2022 23:00;A;GEP;C0000X0350-0370;GWH;AL;2004;0.000;
ESTAT:NRG_BAL_S(1.0);14.12.2022 23:00;A;GEP;C0000X0350-0370;GWH;AL;2005;0.000;
ESTAT:NRG_BAL_S(1.0);14.12.2022 23:00;A;GEP;C0000X0350-0370;GWH;AL;2006;0.000;
ESTAT:NRG_BAL_S(1.0);14.12.2022 23:00;A;GEP;C0000X0350-0370;GWH;AL;2007;0.000;
ESTAT:NRG_BAL_S(1.0);14.12.2022 23:00;A;GEP;C0000X0350-0370;GWH;AL;2008;0.000;
ESTAT:NRG_BAL_S(1.0);14.12.2022 23:00;A;GEP;C0000X0350-0370;GWH;AL;2009;0.000;
ESTAT:NRG_BAL_S(1.0);14.12.2022 23:00;A;GEP;C0000X0350-0370;GWH;AL;2010;0.000;
ESTAT:NRG_BAL_S(1.0);14.12.2022 23:00;A;GEP;C0000X0350-0370;GWH;AL;2011;0.000;
ESTAT:NRG_BAL_S(1.0);14.12.2022 23:00;A;GEP;C0000X0350-0370;GWH;AL;2012;0.000;
ESTAT:NRG_BAL_S(1.0);14.12.2022 23:00;A;GEP;C0000X0350-0370;GWH;AL;2013;0.000;
ESTAT:NRG_BAL_S(1.0);14.12.2022 23:00;A;GEP;C0000X0350-0370;GWH;AL;2014;0.000;
ESTAT:NRG_BAL_S(1.0);14.12.2022 23:00;A;GEP;C0000X0350-0370;GWH;AL;2015;0.000;
ESTAT:NRG_BAL_S(1.0);14.12.2022 23:00;A;GEP;C0000X0350-0370;GWH;AL;2016;0.000;
ESTAT:NRG_BAL_S(1.0);14.12.2022 23:00;A;GEP;C0000X0350-0370;GWH;AL;2017;0.000;
ESTAT:NRG_BAL_S(1.0);14.12.2022 23:00;A;GEP;C0000X0350-0370;GWH;AL;2018;0.000;
ESTAT:NRG_BAL_S(1.0);14.12.2022 23:00;A;GEP;C0000X0350-0370;GWH;AL;2019;0.000;
ESTAT:NRG_BAL_S(1.0);14.12.2022 23:00;A;GEP;C0000X0350-0370;GWH;AL;2020;0.000;
ESTAT:NRG_BAL_S(1.0);14.12.2022 23:00;A;GEP;C0000X0350-0370;GWH;AT;1990;6191.000;
ESTAT:NRG_BAL_S(1.0);14.12.2022 23:00;A;GEP;C0000X0350-0370;GWH;AT;1991;6841.000;
ESTAT:NRG_BAL_S(1.0);14.12.2022 23:00;A;GEP;C0000X0350-0370;GWH;AT;1992;4111.000;
ESTAT:NRG_BAL_S(1.0);14.12.2022 23:00;A;GEP;C0000X0350-0370;GWH;AT;1993;2985.000;
ESTAT:NRG_BAL_S(1.0);14.12.2022 23:00;A;GEP;C0000X0350-0370;GWH;AT;1994;3100.000;
ESTAT:NRG_BAL_S(1.0);14.12.2022 23:00;A;GEP;C0000X0350-0370;GWH;AT;1995;4321.000;
ESTAT:NRG_BAL_S(1.0);14.12.2022 23:00;A;GEP;C0000X0350-0370;GWH;AT;1996;5278.000;
ESTAT:NRG_BAL_S(1.0);14.12.2022 23:00;A;GEP;C0000X0350-0370;GWH;AT;1997;5831.000;
ESTAT:NRG_BAL_S(1.0);14.12.2022 23:00;A;GEP;C0000X0350-0370;GWH;AT;1998;4123.000;
ESTAT:NRG_BAL_S(1.0);14.12.2022 23:00;A;GEP;C0000X0350-0370;GWH;AT;1999;4414.000;
ESTAT:NRG_BAL_S(1.0);14.12.2022 23:00;A;GEP;C0000X0350-0370;GWH;AT;2000;5727.000;
ESTAT:NRG_BAL_S(1.0);14.12.2022 23:00;A;GEP;C0000X0350-0370;GWH;AT;2001;6893.000;
ESTAT:NRG_BAL_S(1.0);14.12.2022 23:00;A;GEP;C0000X0350-0370;GWH;AT;2002;6613.000;
ESTAT:NRG_BAL_S(1.0);14.12.2022 23:00;A;GEP;C0000X0350-0370;GWH;AT;2003;8443.000;
ESTAT:NRG_BAL_S(1.0);14.12.2022 23:00;A;GEP;C0000X0350-0370;GWH;AT;2004;7905.000;
ESTAT:NRG_BAL_S(1.0);14.12.2022 23:00;A;GEP;C0000X0350-0370;GWH;AT;2005;7166.221;
ESTAT:NRG_BAL_S(1.0);14.12.2022 23:00;A;GEP;C0000X0350-0370;GWH;AT;2006;7370.043;
ESTAT:NRG_BAL_S(1.0);14.12.2022 23:00;A;GEP;C0000X0350-0370;GWH;AT;2007;6600.459;
ESTAT:NRG_BAL_S(1.0);14.12.2022 23:00;A;GEP;C0000X0350-0370;GWH;AT;2008;5527.191;
ESTAT:NRG_BAL_S(1.0);14.12.2022 23:00;A;GEP;C0000X0350-0370;GWH;AT;2009;3758.512;
ESTAT:NRG_BAL_S(1.0);14.12.2022 23:00;A;GEP;C0000X0350-0370;GWH;AT;2010;4918.428;
ESTAT:NRG_BAL_S(1.0);14.12.2022 23:00;A;GEP;C0000X0350-0370;GWH;AT;2011;5431.543;
ESTAT:NRG_BAL_S(1.0);14.12.2022 23:00;A;GEP;C0000X0350-0370;GWH;AT;2012;4387.839;
ESTAT:NRG_BAL_S(1.0);14.12.2022 23:00;A;GEP;C0000X0350-0370;GWH;AT;2013;4211.679;
ESTAT:NRG_BAL_S(1.0);14.12.2022 23:00;A;GEP;C0000X0350-0370;GWH;AT;2014;2935.080;
ESTAT:NRG_BAL_S(1.0);14.12.2022 23:00;A;GEP;C0000X0350-0370;GWH;AT;2015;2954.261;
ESTAT:NRG_BAL_S(1.0);14.12.2022 23:00;A;GEP;C0000X0350-0370;GWH;AT;2016;2042.629;
ESTAT:NRG_BAL_S(1.0);14.12.2022 23:00;A;GEP;C0000X0350-0370;GWH;AT;2017;1757.850;
ESTAT:NRG_BAL_S(1.0);14.12.2022 23:00;A;GEP;C0000X0350-0370;GWH;AT;2018;1805.283;
ESTAT:NRG_BAL_S(1.0);14.12.2022 23:00;A;GEP;C0000X0350-0370;GWH;AT;2019;1499.474;
ESTAT:NRG_BAL_S(1.0);14.12.2022 23:00;A;GEP;C0000X0350-0370;GWH;AT;2020;559.315;
ESTAT:NRG_BAL_S(1.0);14.12.2022 23:00;A;GEP;C0000X0350-0370;GWH;AT;2021;139.947;
ESTAT:NRG_BAL_S(1.0);14.12.2022 23:00;A;GEP;C0000X0350-0370;GWH;BA;2014;11012.000;
ESTAT:NRG_BAL_S(1.0);14.12.2022 23:00;A;GEP;C0000X0350-0370;GWH;BA;2015;10803.000;
ESTAT:NRG_BAL_S(1.0);14.12.2022 23:00;A;GEP;C0000X0350-0370;GWH;BA;2016;12021.000;
ESTAT:NRG_BAL_S(1.0);14.12.2022 23:00;A;GEP;C0000X0350-0370;GWH;BA;2017;12339.000;
ESTAT:NRG_BAL_S(1.0);14.12.2022 23:00;A;GEP;C0000X0350-0370;GWH;BA;2018;12437.000;
ESTAT:NRG_BAL_S(1.0);14.12.2022 23:00;A;GEP;C0000X0350-0370;GWH;BA;2019;10963.000;
ESTAT:NRG_BAL_S(1.0);14.12.2022 23:00;A;GEP;C0000X0350-0370;GWH;BA;2020;11782.000;
ESTAT:NRG_BAL_S(1.0);14.12.2022 23:00;A;GEP;C0000X0350-0370;GWH;BE;1990;17095.000;
ESTAT:NRG_BAL_S(1.0);14.12.2022 23:00;A;GEP;C0000X0350-0370;GWH;BE;1991;16511.000;
ESTAT:NRG_BAL_S(1.0);14.12.2022 23:00;A;GEP;C0000X0350-0370;GWH;BE;1992;16010.000;
ESTAT:NRG_BAL_S(1.0);14.12.2022 23:00;A;GEP;C0000X0350-0370;GWH;BE;1993;16297.000;
ESTAT:NRG_BAL_S(1.0);14.12.2022 23:00;A;GEP;C0000X0350-0370;GWH;BE;1994;16980.000;
ESTAT:NRG_BAL_S(1.0);14.12.2022 23:00;A;GEP;C0000X0350-0370;GWH;BE;1995;16517.000;
ESTAT:NRG_BAL_S(1.0);14.12.2022 23:00;A;GEP;C0000X0350-0370;GWH;BE;1996;15551.000;
ESTAT:NRG_BAL_S(1.0);14.12.2022 23:00;A;GEP;C0000X0350-0370;GWH;BE;1997;13748.000;
ESTAT:NRG_BAL_S(1.0);14.12.2022 23:00;A;GEP;C0000X0350-0370;GWH;BE;1998;14187.000;
ESTAT:NRG_BAL_S(1.0);14.12.2022 23:00;A;GEP;C0000X0350-0370;GWH;BE;1999;9939.000;
ESTAT:NRG_BAL_S(1.0);14.12.2022 23:00;A;GEP;C0000X0350-0370;GWH;BE;2000;12916.000;
ESTAT:NRG_BAL_S(1.0);14.12.2022 23:00;A;GEP;C0000X0350-0370;GWH;BE;2001;9936.000;
ESTAT:NRG_BAL_S(1.0);14.12.2022 23:00;A;GEP;C0000X0350-0370;GWH;BE;2002;10029.000;
ESTAT:NRG_BAL_S(1.0);14.12.2022 23:00;A;GEP;C0000X0350-0370;GWH;BE;2003;9638.000;
ESTAT:NRG_BAL_S(1.0);14.12.2022 23:00;A;GEP;C0000X0350-0370;GWH;BE;2004;9146.000;
ESTAT:NRG_BAL_S(1.0);14.12.2022 23:00;A;GEP;C0000X0350-0370;GWH;BE;2005;8199.000;
ESTAT:NRG_BAL_S(1.0);14.12.2022 23:00;A;GEP;C0000X0350-0370;GWH;BE;2006;6848.000;
ESTAT:NRG_BAL_S(1.0);14.12.2022 23:00;A;GEP;C0000X0350-0370;GWH;BE;2007;6475.000;
ESTAT:NRG_BAL_S(1.0);14.12.2022 23:00;A;GEP;C0000X0350-0370;GWH;BE;2008;5547.000;
ESTAT:NRG_BAL_S(1.0);14.12.2022 23:00;A;GEP;C0000X0350-0370;GWH;BE;2009;5178.000;
ESTAT:NRG_BAL_S(1.0);14.12.2022 23:00;A;GEP;C0000X0350-0370;GWH;BE;2010;4197.000;
ESTAT:NRG_BAL_S(1.0);14.12.2022 23:00;A;GEP;C0000X0350-0370;GWH;BE;2011;3476.000;
ESTAT:NRG_BAL_S(1.0);14.12.2022 23:00;A;GEP;C0000X0350-0370;GWH;BE;2012;3389.000;
ESTAT:NRG_BAL_S(1.0);14.12.2022 23:00;A;GEP;C0000X0350-0370;GWH;BE;2013;3008.000;
ESTAT:NRG_BAL_S(1.0);14.12.2022 23:00;A;GEP;C0000X0350-0370;GWH;BE;2014;2090.200;
ESTAT:NRG_BAL_S(1.0);14.12.2022 23:00;A;GEP;C0000X0350-0370;GWH;BE;2015;2074.700;
ESTAT:NRG_BAL_S(1.0);14.12.2022 23:00;A;GEP;C0000X0350-0370;GWH;BE;2016;389.500;
ESTAT:NRG_BAL_S(1.0);14.12.2022 23:00;A;GEP;C0000X0350-0370;GWH;BE;2017;90.900;
ESTAT:NRG_BAL_S(1.0);14.12.2022 23:00;A;GEP;C0000X0350-0370;GWH;BE;2018;91.300;
ESTAT:NRG_BAL_S(1.0);14.12.2022 23:00;A;GEP;C0000X0350-0370;GWH;BE;2019;93.900;
ESTAT:NRG_BAL_S(1.0);14.12.2022 23:00;A;GEP;C0000X0350-0370;GWH;BE;2020;81.500;
ESTAT:NRG_BAL_S(1.0);14.12.2022 23:00;A;GEP;C0000X0350-0370;GWH;BE;2021;44.000;
ESTAT:NRG_BAL_S(1.0);14.12.2022 23:00;A;GEP;C0000X0350-0370;GWH;BG;1990;20971.000;
ESTAT:NRG_BAL_S(1.0);14.12.2022 23:00;A;GEP;C0000X0350-0370;GWH;BG;1991;20775.000;
ESTAT:NRG_BAL_S(1.0);14.12.2022 23:00;A;GEP;C0000X0350-0370;GWH;BG;1992;17816.000;
ESTAT:NRG_BAL_S(1.0);14.12.2022 23:00;A;GEP;C0000X0350-0370;GWH;BG;1993;17160.000;
ESTAT:NRG_BAL_S(1.0);14.12.2022 23:00;A;GEP;C0000X0350-0370;GWH;BG;1994;16887.000;
ESTAT:NRG_BAL_S(1.0);14.12.2022 23:00;A;GEP;C0000X0350-0370;GWH;BG;1995;17322.000;
ESTAT:NRG_BAL_S(1.0);14.12.2022 23:00;A;GEP;C0000X0350-0370;GWH;BG;1996;17167.000;
ESTAT:NRG_BAL_S(1.0);14.12.2022 23:00;A;GEP;C0000X0350-0370;GWH;BG;1997;18884.000;
ESTAT:NRG_BAL_S(1.0);14.12.2022 23:00;A;GEP;C0000X0350-0370;GWH;BG;1998;18299.000;
ESTAT:NRG_BAL_S(1.0);14.12.2022 23:00;A;GEP;C0000X0350-0370;GWH;BG;1999;16279.000;
ESTAT:NRG_BAL_S(1.0);14.12.2022 23:00;A;GEP;C0000X0350-0370;GWH;BG;2000;16941.000;
ESTAT:NRG_BAL_S(1.0);14.12.2022 23:00;A;GEP;C0000X0350-0370;GWH;BG;2001;19497.000;
ESTAT:NRG_BAL_S(1.0);14.12.2022 23:00;A;GEP;C0000X0350-0370;GWH;BG;2002;17182.000;
ESTAT:NRG_BAL_S(1.0);14.12.2022 23:00;A;GEP;C0000X0350-0370;GWH;BG;2003;19237.000;
ESTAT:NRG_BAL_S(1.0);14.12.2022 23:00;A;GEP;C0000X0350-0370;GWH;BG;2004;18902.000;
ESTAT:NRG_BAL_S(1.0);14.12.2022 23:00;A;GEP;C0000X0350-0370;GWH;BG;2005;18458.000;
ESTAT:NRG_BAL_S(1.0);14.12.2022 23:00;A;GEP;C0000X0350-0370;GWH;BG;2006;19083.000;
ESTAT:NRG_BAL_S(1.0);14.12.2022 23:00;A;GEP;C0000X0350-0370;GWH;BG;2007;22368.000;
ESTAT:NRG_BAL_S(1.0);14.12.2022 23:00;A;GEP;C0000X0350-0370;GWH;BG;2008;23181.000;
ESTAT:NRG_BAL_S(1.0);14.12.2022 23:00;A;GEP;C0000X0350-0370;GWH;BG;2009;21103.000;
ESTAT:NRG_BAL_S(1.0);14.12.2022 23:00;A;GEP;C0000X0350-0370;GWH;BG;2010;22606.000;
ESTAT:NRG_BAL_S(1.0);14.12.2022 23:00;A;GEP;C0000X0350-0370;GWH;BG;2011;27537.000;
ESTAT:NRG_BAL_S(1.0);14.12.2022 23:00;A;GEP;C0000X0350-0370;GWH;BG;2012;22876.000;
ESTAT:NRG_BAL_S(1.0);14.12.2022 23:00;A;GEP;C0000X0350-0370;GWH;BG;2013;19391.598;
ESTAT:NRG_BAL_S(1.0);14.12.2022 23:00;A;GEP;C0000X0350-0370;GWH;BG;2014;21305.000;
ESTAT:NRG_BAL_S(1.0);14.12.2022 23:00;A;GEP;C0000X0350-0370;GWH;BG;2015;22522.000;
ESTAT:NRG_BAL_S(1.0);14.12.2022 23:00;A;GEP;C0000X0350-0370;GWH;BG;2016;19364.000;
ESTAT:NRG_BAL_S(1.0);14.12.2022 23:00;A;GEP;C0000X0350-0370;GWH;BG;2017;20914.091;
ESTAT:NRG_BAL_S(1.0);14.12.2022 23:00;A;GEP;C0000X0350-0370;GWH;BG;2018;18659.473;
ESTAT:NRG_BAL_S(1.0);14.12.2022 23:00;A;GEP;C0000X0350-0370;GWH;BG;2019;17202.075;
ESTAT:NRG_BAL_S(1.0);14.12.2022 23:00;A;GEP;C0000X0350-0370;GWH;BG;2020;13510.660;
ESTAT:NRG_BAL_S(1.0);14.12.2022 23:00;A;GEP;C0000X0350-0370;GWH;BG;2021;17085.890;
ESTAT:NRG_BAL_S(1.0);14.12.2022 23:00;A;GEP;C0000X0350-0370;GWH;CY;1990;0.000;
ESTAT:NRG_BAL_S(1.0);14.12.2022 23:00;A;GEP;C0000X0350-0370;GWH;CY;1991;0.000;
ESTAT:NRG_BAL_S(1.0);14.12.2022 23:00;A;GEP;C0000X0350-0370;GWH;CY;1992;0.000;
ESTAT:NRG_BAL_S(1.0);14.12.2022 23:00;A;GEP;C0000X0350-0370;GWH;CY;1993;0.000;
ESTAT:NRG_BAL_S(1.0);14.12.2022 23:00;A;GEP;C0000X0350-0370;GWH;CY;1994;0.000;
ESTAT:NRG_BAL_S(1.0);14.12.2022 23:00;A;GEP;C0000X0350-0370;GWH;CY;1995;0.000;
ESTAT:NRG_BAL_S(1.0);14.12.2022 23:00;A;GEP;C0000X0350-0370;GWH;CY;1996;0.000;
ESTAT:NRG_BAL_S(1.0);14.12.2022 23:00;A;GEP;C0000X0350-0370;GWH;CY;1997;0.000;
ESTAT:NRG_BAL_S(1.0);14.12.2022 23:00;A;GEP;C0000X0350-0370;GWH;CY;1998;0.000;
ESTAT:NRG_BAL_S(1.0);14.12.2022 23:00;A;GEP;C0000X0350-0370;GWH;CY;1999;0.000;
ESTAT:NRG_BAL_S(1.0);14.12.2022 23:00;A;GEP;C0000X0350-0370;GWH;CY;2000;0.000;
ESTAT:NRG_BAL_S(1.0);14.12.2022 23:00;A;GEP;C0000X0350-0370;GWH;CY;2001;0.000;
ESTAT:NRG_BAL_S(1.0);14.12.2022 23:00;A;GEP;C0000X0350-0370;GWH;CY;2002;0.000;
ESTAT:NRG_BAL_S(1.0);14.12.2022 23:00;A;GEP;C0000X0350-0370;GWH;CY;2003;0.000;
ESTAT:NRG_BAL_S(1.0);14.12.2022 23:00;A;GEP;C0000X0350-0370;GWH;CY;2004;0.000;
ESTAT:NRG_BAL_S(1.0);14.12.2022 23:00;A;GEP;C0000X0350-0370;GWH;CY;2005;0.000;
ESTAT:NRG_BAL_S(1.0);14.12.2022 23:00;A;GEP;C0000X0350-0370;GWH;CY;2006;0.000;
ESTAT:NRG_BAL_S(1.0);14.12.2022 23:00;A;GEP;C0000X0350-0370;GWH;CY;2007;0.000;
ESTAT:NRG_BAL_S(1.0);14.12.2022 23:00;A;GEP;C0000X0350-0370;GWH;CY;2008;0.000;
ESTAT:NRG_BAL_S(1.0);14.12.2022 23:00;A;GEP;C0000X0350-0370;GWH;CY;2009;0.000;
ESTAT:NRG_BAL_S(1.0);14.12.2022 23:00;A;GEP;C0000X0350-0370;GWH;CY;2010;0.000;
ESTAT:NRG_BAL_S(1.0);14.12.2022 23:00;A;GEP;C0000X0350-0370;GWH;CY;2011;0.000;
ESTAT:NRG_BAL_S(1.0);14.12.2022 23:00;A;GEP;C0000X0350-0370;GWH;CY;2012;0.000;
ESTAT:NRG_BAL_S(1.0);14.12.2022 23:00;A;GEP;C0000X0350-0370;GWH;CY;2013;0.000;
ESTAT:NRG_BAL_S(1.0);14.12.2022 23:00;A;GEP;C0000X0350-0370;GWH;CY;2014;0.000;
ESTAT:NRG_BAL_S(1.0);14.12.2022 23:00;A;GEP;C0000X0350-0370;GWH;CY;2015;0.000;
ESTAT:NRG_BAL_S(1.0);14.12.2022 23:00;A;GEP;C0000X0350-0370;GWH;CY;2016;0.000;
ESTAT:NRG_BAL_S(1.0);14.12.2022 23:00;A;GEP;C0000X0350-0370;GWH;CY;2017;0.000;
ESTAT:NRG_BAL_S(1.0);14.12.2022 23:00;A;GEP;C0000X0350-0370;GWH;CY;2018;0.000;
ESTAT:NRG_BAL_S(1.0);14.12.2022 23:00;A;GEP;C0000X0350-0370;GWH;CY;2019;0.000;
ESTAT:NRG_BAL_S(1.0);14.12.2022 23:00;A;GEP;C0000X0350-0370;GWH;CY;2020;0.000;
ESTAT:NRG_BAL_S(1.0);14.12.2022 23:00;A;GEP;C0000X0350-0370;GWH;CY;2021;0.000;
ESTAT:NRG_BAL_S(1.0);14.12.2022 23:00;A;GEP;C0000X0350-0370;GWH;CZ;1990;47020.000;
ESTAT:NRG_BAL_S(1.0);14.12.2022 23:00;A;GEP;C0000X0350-0370;GWH;CZ;1991;45599.000;
ESTAT:NRG_BAL_S(1.0);14.12.2022 23:00;A;GEP;C0000X0350-0370;GWH;CZ;1992;43906.000;
ESTAT:NRG_BAL_S(1.0);14.12.2022 23:00;A;GEP;C0000X0350-0370;GWH;CZ;1993;43263.000;
ESTAT:NRG_BAL_S(1.0);14.12.2022 23:00;A;GEP;C0000X0350-0370;GWH;CZ;1994;42236.000;
ESTAT:NRG_BAL_S(1.0);14.12.2022 23:00;A;GEP;C0000X0350-0370;GWH;CZ;1995;44342.000;
ESTAT:NRG_BAL_S(1.0);14.12.2022 23:00;A;GEP;C0000X0350-0370;GWH;CZ;1996;45429.000;
ESTAT:NRG_BAL_S(1.0);14.12.2022 23:00;A;GEP;C0000X0350-0370;GWH;CZ;1997;45726.000;
ESTAT:NRG_BAL_S(1.0);14.12.2022 23:00;A;GEP;C0000X0350-0370;GWH;CZ;1998;45317.000;
ESTAT:NRG_BAL_S(1.0);14.12.2022 23:00;A;GEP;C0000X0350-0370;GWH;CZ;1999;44151.000;
ESTAT:NRG_BAL_S(1.0);14.12.2022 23:00;A;GEP;C0000X0350-0370;GWH;CZ;2000;52752.000;
ESTAT:NRG_BAL_S(1.0);14.12.2022 23:00;A;GEP;C0000X0350-0370;GWH;CZ;2001;52594.000;
ESTAT:NRG_BAL_S(1.0);14.12.2022 23:00;A;GEP;C0000X0350-0370;GWH;CZ;2002;49907.000;
ESTAT:NRG_BAL_S(1.0);14.12.2022 23:00;A;GEP;C0000X0350-0370;GWH;CZ;2003;50779.000;
ESTAT:NRG_BAL_S(1.0);14.12.2022 23:00;A;GEP;C0000X0350-0370;GWH;CZ;2004;50308.000;
ESTAT:NRG_BAL_S(1.0);14.12.2022 23:00;A;GEP;C0000X0350-0370;GWH;CZ;2005;49522.000;
ESTAT:NRG_BAL_S(1.0);14.12.2022 23:00;A;GEP;C0000X0350-0370;GWH;CZ;2006;49649.000;
ESTAT:NRG_BAL_S(1.0);14.12.2022 23:00;A;GEP;C0000X0350-0370;GWH;CZ;2007;53794.000;
ESTAT:NRG_BAL_S(1.0);14.12.2022 23:00;A;GEP;C0000X0350-0370;GWH;CZ;2008;48778.000;
ESTAT:NRG_BAL_S(1.0);14.12.2022 23:00;A;GEP;C0000X0350-0370;GWH;CZ;2009;45946.000;
ESTAT:NRG_BAL_S(1.0);14.12.2022 23:00;A;GEP;C0000X0350-0370;GWH;CZ;2010;46900.000;
ESTAT:NRG_BAL_S(1.0);14.12.2022 23:00;A;GEP;C0000X0350-0370;GWH;CZ;2011;46685.000;
ESTAT:NRG_BAL_S(1.0);14.12.2022 23:00;A;GEP;C0000X0350-0370;GWH;CZ;2012;43978.000;
ESTAT:NRG_BAL_S(1.0);14.12.2022 23:00;A;GEP;C0000X0350-0370;GWH;CZ;2013;41113.000;
ESTAT:NRG_BAL_S(1.0);14.12.2022 23:00;A;GEP;C0000X0350-0370;GWH;CZ;2014;40727.000;
ESTAT:NRG_BAL_S(1.0);14.12.2022 23:00;A;GEP;C0000X0350-0370;GWH;CZ;2015;41141.000;
ESTAT:NRG_BAL_S(1.0);14.12.2022 23:00;A;GEP;C0000X0350-0370;GWH;CZ;2016;41974.000;
ESTAT:NRG_BAL_S(1.0);14.12.2022 23:00;A;GEP;C0000X0350-0370;GWH;CZ;2017;41443.797;
ESTAT:NRG_BAL_S(1.0);14.12.2022 23:00;A;GEP;C0000X0350-0370;GWH;CZ;2018;41201.476;
ESTAT:NRG_BAL_S(1.0);14.12.2022 23:00;A;GEP;C0000X0350-0370;GWH;CZ;2019;37335.603;
ESTAT:NRG_BAL_S(1.0);14.12.2022 23:00;A;GEP;C0000X0350-0370;GWH;CZ;2020;31005.350;
ESTAT:NRG_BAL_S(1.0);14.12.2022 23:00;A;GEP;C0000X0350-0370;GWH;CZ;2021;34177.071;
ESTAT:NRG_BAL_S(1.0);14.12.2022 23:00;A;GEP;C0000X0350-0370;GWH;DE;1990;310877.000;
ESTAT:NRG_BAL_S(1.0);14.12.2022 23:00;A;GEP;C0000X0350-0370;GWH;DE;1991;307673.000;
ESTAT:NRG_BAL_S(1.0);14.12.2022 23:00;A;GEP;C0000X0350-0370;GWH;DE;1992;295672.000;
ESTAT:NRG_BAL_S(1.0);14.12.2022 23:00;A;GEP;C0000X0350-0370;GWH;DE;1993;293243.000;
ESTAT:NRG_BAL_S(1.0);14.12.2022 23:00;A;GEP;C0000X0350-0370;GWH;DE;1994;290284.000;
ESTAT:NRG_BAL_S(1.0);14.12.2022 23:00;A;GEP;C0000X0350-0370;GWH;DE;1995;289142.000;
ESTAT:NRG_BAL_S(1.0);14.12.2022 23:00;A;GEP;C0000X0350-0370;GWH;DE;1996;295992.000;
ESTAT:NRG_BAL_S(1.0);14.12.2022 23:00;A;GEP;C0000X0350-0370;GWH;DE;1997;284340.000;
ESTAT:NRG_BAL_S(1.0);14.12.2022 23:00;A;GEP;C0000X0350-0370;GWH;DE;1998;292258.000;
ESTAT:NRG_BAL_S(1.0);14.12.2022 23:00;A;GEP;C0000X0350-0370;GWH;DE;1999;281270.000;
ESTAT:NRG_BAL_S(1.0);14.12.2022 23:00;A;GEP;C0000X0350-0370;GWH;DE;2000;296687.000;
ESTAT:NRG_BAL_S(1.0);14.12.2022 23:00;A;GEP;C0000X0350-0370;GWH;DE;2001;293734.000;
ESTAT:NRG_BAL_S(1.0);14.12.2022 23:00;A;GEP;C0000X0350-0370;GWH;DE;2002;299594.000;
ESTAT:NRG_BAL_S(1.0);14.12.2022 23:00;A;GEP;C0000X0350-0370;GWH;DE;2003;304730.000;
ESTAT:NRG_BAL_S(1.0);14.12.2022 23:00;A;GEP;C0000X0350-0370;GWH;DE;2004;298927.000;
ESTAT:NRG_BAL_S(1.0);14.12.2022 23:00;A;GEP;C0000X0350-0370;GWH;DE;2005;288143.000;
ESTAT:NRG_BAL_S(1.0);14.12.2022 23:00;A;GEP;C0000X0350-0370;GWH;DE;2006;288936.000;
ESTAT:NRG_BAL_S(1.0);14.12.2022 23:00;A;GEP;C0000X0350-0370;GWH;DE;2007;297105.000;
ESTAT:NRG_BAL_S(1.0);14.12.2022 23:00;A;GEP;C0000X0350-0370;GWH;DE;2008;275209.000;
ESTAT:NRG_BAL_S(1.0);14.12.2022 23:00;A;GEP;C0000X0350-0370;GWH;DE;2009;253445.000;
ESTAT:NRG_BAL_S(1.0);14.12.2022 23:00;A;GEP;C0000X0350-0370;GWH;DE;2010;262897.000;
ESTAT:NRG_BAL_S(1.0);14.12.2022 23:00;A;GEP;C0000X0350-0370;GWH;DE;2011;262470.000;
ESTAT:NRG_BAL_S(1.0);14.12.2022 23:00;A;GEP;C0000X0350-0370;GWH;DE;2012;276228.000;
